Date,Comm-Chan-20-0.015,Williams-R-14,Dif-Aroon-25,MFI-14,Adj Close-RSI-14,Clase
2018-06-14,151.79590675776262,-27.517214877185733,48.0,73.5737985974014,84.4035712227294,0
2018-06-15,115.6258634931859,-36.40941926106372,48.0,68.22318677936131,73.5918862725901,0
2018-06-18,86.50873207723474,-43.984466894827115,48.0,64.64708701251999,65.36220370319174,1
2018-06-19,59.08071122682386,-49.583394788162316,48.0,56.13435875339416,59.67124227772323,-1
2018-06-20,81.79567006164474,-41.10330293584161,48.0,64.48548964300184,65.22064249124634,0
2018-06-21,61.687795908168795,-51.74913674073981,48.0,58.61335810041833,54.891541330671686,1
2018-06-22,59.428385461126794,-42.101443816104435,48.0,58.04591915396857,61.300335893873324,0
2018-06-25,65.65277536107168,-41.43634313884145,48.0,64.25724161102485,61.732806701772766,0
2018-06-26,62.23510136019499,-36.77840867053175,48.0,66.9678418845304,64.90224854426202,0
2018-06-27,49.91016114422129,-66.40963541329836,48.0,62.034674808864715,55.44143057027752,0
2018-06-28,48.45564327021641,-82.21277153130795,48.0,63.73525901376707,60.01471233297825,-1
2018-06-29,92.63880478341642,-33.69824746411837,92.0,65.55212072976119,75.23126318178181,0
2018-07-02,39.71504394500564,-97.35129354148084,92.0,57.54801848522115,50.30106123297824,1
2018-07-03,40.44130755932264,-71.63299668765514,84.0,53.07172537774188,56.95158073906863,0
2018-07-04,68.29477029795568,-53.629844733463926,84.0,51.6827308056055,61.15059262210885,0
2018-07-05,175.73420521376187,-21.951341961374677,96.0,63.75521116572905,73.86273924807767,0
2018-07-06,215.58654390337477,-23.23263438280958,92.0,75.19372754378166,77.26747750833427,-1
2018-07-09,189.09609471565616,-24.390799868417503,96.0,81.74644915901564,78.54401877929176,0
2018-07-10,140.21432254476264,-32.39204296564202,92.0,76.53525920588527,72.6019278151952,0
2018-07-11,113.30157115489946,-31.058575401153085,88.0,81.49138883880092,72.99479571189,0
2018-07-12,99.36097887990165,-39.86515463917533,84.0,75.61793978302714,66.40256386666961,0
2018-07-13,79.13076868150422,-50.072955326460026,80.0,71.47743540358688,58.74996371619236,1
2018-07-16,51.18576591335851,-49.732646048109956,48.0,70.40585220148168,58.932024740012785,0
2018-07-17,60.60184470515978,-39.86515463917533,48.0,75.9080515969923,64.21601726988126,-1
2018-07-18,78.35205515592278,-28.636597938144366,48.0,74.21097205744985,69.38757852959395,1
2018-07-19,61.81206738783467,-40.20560137457046,48.0,68.83416038229038,59.21392851323211,-1
2018-07-20,68.73322618018301,-37.20529900189245,48.0,77.4355671556057,62.566691096620225,1
2018-07-23,53.319496782384775,-43.13262574412078,48.0,74.87767977796723,60.96062181297756,0
2018-07-24,78.79261925793675,-24.873863636363634,92.0,77.40182508256467,70.55439321913165,0
2018-07-25,96.05914870720923,-43.69448573491094,96.0,77.22956350889076,73.67580382518662,0
2018-07-26,87.72640100243673,-46.900864846737505,80.0,64.54776004330077,72.51892603505665,-1
2018-07-27,75.06754159416833,-49.41757693418806,80.0,52.57161346604468,70.37962756490981,0
2018-07-30,74.10742226216689,-44.40551635249206,92.0,59.99695155978738,72.26005385294785,0
2018-07-31,80.46531885012645,-43.40329615495715,96.0,59.61661659276233,72.66050635501622,0
2018-08-01,52.88976830994261,-59.44114254314575,84.0,62.12642644054712,57.36891066259663,1
2018-08-02,-18.6844257513156,-76.48166367340654,84.0,62.89402295942509,45.60284960620507,0
2018-08-03,-2.1771245731352167,-66.67735953254,84.0,62.52503813390937,55.76347752721946,0
2018-08-06,9.88098790805005,-87.24433212986376,80.0,56.16612300319221,53.32572159614413,0
2018-08-07,94.2167914808578,-44.5187266970975,96.0,56.490771729616505,67.73917588627775,-1
2018-08-08,87.92953915201973,-44.62019426234828,72.0,61.10039432650969,68.28601573062582,0
2018-08-09,24.99938154342587,-91.70206196628786,72.0,56.512079274832374,47.96288857339042,0
2018-08-10,-112.4035945389429,-106.82401626273705,-8.0,51.320652650493905,32.16095228307402,1
2018-08-13,-99.9350046075214,-84.44765468252197,-8.0,50.12803658821976,42.89777588625939,-1
2018-08-14,-40.00508924984574,-71.31369053250445,-8.0,45.80949342990563,48.42594840418357,0
2018-08-15,-107.81843858415897,-97.47015514350983,-8.0,50.293804930679286,39.582658596516914,0
2018-08-16,-152.01641766625875,-111.6537219755807,-24.0,52.393800541355176,32.4844085016808,1
2018-08-17,-122.11293399921296,-95.86645642433793,-24.0,51.48742836254949,40.21582292286662,0
2018-08-20,-60.514425350313054,-74.66610242449879,-24.0,50.37356421401167,49.22506678330454,0
2018-08-21,9.621441704424543,-48.05288724868762,-24.0,56.829963271185065,58.32227665134706,0
2018-08-22,64.54848560243214,-22.79317145764926,16.0,62.79215314934482,65.15874311507908,0
2018-08-23,83.9288707332827,-32.91324620767899,16.0,57.027228205594625,62.014862986269435,0
2018-08-24,67.0912395083632,-35.920436260306694,16.0,55.73046821170727,60.444414367370825,0
2018-08-27,123.7367852973758,-15.091492599067797,28.0,56.85179171486224,70.439119852871,-1
2018-08-28,103.24242268647055,-33.21022063073869,28.0,47.49163720464203,62.160716655740345,0
2018-08-29,88.37727284014235,-29.723564363610723,28.0,52.84344280390265,63.50931883109703,0
2018-08-30,44.67461799244758,-46.68008595124938,28.0,55.27417248470986,52.92470660643628,0
2018-08-31,28.57363243080453,-53.2547920748403,27.999999999999993,44.7098290479366,49.252294188950174,0
2018-09-03,15.517279776182725,-64.32845446984457,28.0,41.52172982845593,43.39976953844094,0
2018-09-04,-19.33840669867777,-73.32580952118799,28.0,40.30291898854314,39.04961189704576,0
2018-09-05,-51.54868331714014,-86.37051033555592,28.0,42.098904315821315,34.58785318741332,0
2018-09-06,-40.72223856058122,-93.70556034482784,28.0,39.79567435203547,40.53522324491136,1
2018-09-07,-45.8169775197162,-82.99159138999669,28.0,40.98153099558855,44.50477930629146,0
2018-09-10,-39.20288855013987,-88.68987241388234,28.0,34.216974582494316,41.52003018986781,0
2018-09-11,-42.996257306296656,-85.43392845652826,28.000000000000004,30.61333798082569,43.99630492664937,0
2018-09-12,-12.782255332826654,-71.59453753874492,28.0,37.41162372707604,53.62676514971543,0
2018-09-13,35.23751328044472,-52.87125117674222,28.0,45.38465960571388,63.44066561849182,-1
2018-09-14,29.05384428972262,-58.976663515026004,28.0,36.81536036488313,58.76170417206005,1
2018-09-17,-19.518752903504392,-60.47594112115325,28.0,41.11149628746397,52.773607463761564,0
2018-09-18,29.193910234659118,-44.369818556029855,28.0,40.77036058176486,59.65257438886027,-1
2018-09-19,30.812753169423296,-45.84518671605111,28.0,41.94570283357717,56.38468206136783,0
2018-09-20,22.603105739881197,-48.015844826060096,24.000000000000004,47.13828545446033,54.994363451098934,0
2018-09-21,-4.9352398483849615,-62.29192720718649,-28.0,43.175513695969215,44.797157662853095,1
2018-09-24,-14.096852658504117,-50.468422340224905,-28.0,51.0670387515407,51.30820447083851,0
2018-09-25,42.682272483641725,-33.916051240445604,-28.0,61.04525771759285,59.10055799701993,-1
2018-09-26,59.12506141024117,-41.8494988991078,-28.0,54.39770428561093,54.29521829508853,0
2018-09-27,62.998629125579164,-44.74997654114413,-28.0,53.854796517784486,55.84072436285318,1
2018-09-28,27.65918419115538,-54.285915850858096,-28.0,54.90687054293129,50.34082568662852,-1
2018-10-01,90.07891246422847,-34.14539568345316,-20.000000000000004,56.94964835920951,61.810921241537486,0
2018-10-02,31.40330276210816,-69.91791366906486,-20.0,49.243867239002086,45.44411666042053,0
2018-10-03,-46.12335130107678,-92.0972661870504,72.0,38.444243612376766,38.20667348175382,0
2018-10-04,-121.52406633507361,-101.85363515997707,72.0,38.108677498405406,32.60229294764239,0
2018-10-05,-173.8300427666616,-108.21775301716117,-16.0,36.88565960706299,24.042641714059112,0
2018-10-08,-172.06208787075533,-104.38620370370354,-20.0,28.871319208887883,23.123881051904938,0
2018-10-09,-129.1105155024268,-78.17262360941679,-20.0,34.186770423719125,37.57394189644502,0
2018-10-10,-115.73837468954405,-92.13766961148566,-20.0,34.36138903616872,32.10328374529747,0
2018-10-11,-136.34424439524898,-108.02158411841889,-32.0,29.524850497910123,24.981470089099826,0
2018-10-12,-131.512648221344,-96.97034454085977,-36.0,22.608797910981295,23.785552600462346,1
2018-10-15,-109.59323287909625,-88.11552183868355,-36.0,19.593399560924922,32.58703790874305,-1
2018-10-16,-63.38455626223621,-70.74601318766204,-35.99999999999999,24.46730102674431,46.55623077475019,0
2018-10-17,-69.94301014567648,-82.66627899569922,-36.0,20.853622553775168,39.99377206874173,0
