Date,Open,High,Low,Close,Adj Close,Volume,Clase
2015-02-16,43.02,43.169998,42.880001,42.93,40.497051,6011912,0
2015-02-17,43.0,43.330002,42.619999,43.299999,40.846077,50709616,1
2015-02-18,43.5,43.549999,42.880001,43.09,40.647984,80803429,-1
2015-02-19,42.869999,43.360001000000004,42.869999,43.290001000000004,40.836636,27741795,1
2015-02-20,43.27,43.630001,43.099998,43.599998,41.129078,49596689,0
2015-02-23,43.59,43.77,43.48,43.709998999999996,41.232838,40636262,0
2015-02-24,43.73,44.080002,43.669998,43.939999,41.458813,57199056,0
2015-02-25,43.82,44.060001,43.650002,43.830002,41.355022,82309943,0
2015-02-26,43.73,44.48,43.73,44.389998999999996,41.883404,47026854,0
2015-02-27,44.389998999999996,44.389998999999996,44.0,44.189999,41.694697999999995,40371254,-1
2015-03-02,44.189999,44.32,43.599998,43.939999,41.458813,45333951,0
2015-03-03,43.810001,43.830002,43.529999,43.610001000000004,41.147453000000006,54079138,0
2015-03-04,43.610001000000004,43.610001000000004,43.130001,43.279999,40.836090000000006,50370207,0
2015-03-05,43.299999,43.779999,43.290001000000004,43.490002000000004,41.034222,56969648,0
2015-03-06,43.27,43.450001,43.130001,43.240002000000004,40.798351000000004,77381355,0
2015-03-09,43.009997999999996,43.310001,43.009997999999996,43.259997999999996,40.817226,39680845,0
2015-03-10,43.150002,43.23,42.689999,43.009997999999996,40.581326000000004,72994155,0
2015-03-11,42.810001,43.32,42.810001,43.23,40.788902,47502729,1
2015-03-12,43.299999,44.130001,43.299999,44.060001,41.572033000000005,55749827,0
2015-03-13,43.84,44.099998,43.720001,44.009997999999996,41.524848999999996,23762050,0
2015-03-17,43.98,44.0,43.709998999999996,43.790001000000004,41.31728,24236962,0
2015-03-18,43.790001000000004,44.48,43.5,44.380001,41.873965999999996,91821350,0
2015-03-19,44.400002,44.400002,43.950001,44.150002,41.65696,60923337,-1
2015-03-20,44.220001,44.369999,43.970001,44.02,41.534302000000004,50247590,0
2015-03-24,44.099998,44.240002000000004,44.009997999999996,44.060001,41.572033000000005,32667826,1
2015-03-25,44.150002,44.18,43.5,43.59,41.128582,58490587,-1
2015-03-26,43.59,43.59,43.150002,43.259997999999996,40.818439,44992749,0
2015-03-27,43.200001,43.700001,43.119999,43.639998999999996,41.176968,57350395,1
2015-03-30,43.66,44.02,43.66,43.93,41.450623,46609268,0
2015-03-31,43.709998999999996,43.900002,43.560001,43.709998999999996,41.243034,46147376,-1
