archivo,totret
2_naftrac-etiquetado_2013-07-01_2013-11-04_90_predicciones.csv,0.0194278587
3_naftrac-etiquetado_2013-11-05_2014-03-20_90_predicciones.csv,0
5_naftrac-etiquetado_2014-08-04_2014-12-23_90_predicciones.csv,-0.0566360124
8_naftrac-etiquetado_2015-09-28_2016-02-10_90_predicciones.csv,0.0020582079
9_naftrac-etiquetado_2016-02-11_2016-06-27_90_predicciones.csv,0.0183651452
10_naftrac-etiquetado_2016-06-28_2016-11-09_90_predicciones.csv,0.0173485348
11_naftrac-etiquetado_2016-11-10_2017-03-23_90_predicciones.csv,0.0311956975
13_naftrac-etiquetado_2017-08-07_2017-12-15_90_predicciones.csv,-0.0449782155
15_naftrac-etiquetado_2018-05-03_2018-09-05_90_predicciones.csv,0.0476304925
16_naftrac-etiquetado_2018-09-06_2019-01-21_90_predicciones.csv,-0.005201046
