"Date","Open","High","Low","Close","Adj.Close","Volume","Clase"
"2014-06-18",42.599998,42.84,42.57,42.799999,40.358353,55541296,0
"2014-06-19",42.709999,43.049999,42.709999,42.98,40.528076,27238917,0
"2014-06-20",43,43.060001,42.799999,42.860001,40.414928,42658797,0
"2014-06-23",42.810001,42.959999,42.68,42.919998,40.471489,33863032,0
"2014-06-24",42.900002,43,42.759998,42.860001,40.414928,30394022,0
"2014-06-25",42.82,42.919998,42.799999,42.849998,40.405491,25998545,0
"2014-06-26",42.900002,42.91,42.52,42.59,40.160332,65856024,0
"2014-06-27",42.549999,42.900002,42.400002,42.459999,40.03775,77601507,1
"2014-06-30",42.580002,42.790001,42.509998,42.709999,40.273472,39657874,0
"2014-07-02",42.900002,43.34,42.790001,43.25,40.782677,69618833,0
"2014-07-03",43.34,43.709999,43.259998,43.639999,41.150421,57861579,0
"2014-07-04",43.57,43.790001,43.509998,43.580002,41.093849,10837731,0
"2014-07-07",43.790001,43.790001,43.43,43.48,40.999546,27038517,0
"2014-07-08",43.5,43.5,43.139999,43.369999,40.895824,38296013,0
"2014-07-09",43.52,43.82,43.34,43.66,41.169285,74511087,0
"2014-07-10",43.599998,43.66,43.330002,43.450001,40.971268,35151380,0
"2014-07-11",43.57,43.689999,43.400002,43.459999,40.980698,29782821,0
"2014-07-14",43.669998,44,43.560001,43.93,41.423893,26060080,0
"2014-07-15",44.150002,44.150002,43.860001,43.970001,41.461601,40205989,-1
"2014-07-16",44.119999,44.189999,43.799999,44,41.489895,26406057,0
"2014-07-17",44,44.07,43.740002,43.91,41.405018,41690398,1
"2014-07-18",43.950001,44.32,43.880001,44.259998,41.735058,33207298,0
"2014-07-21",44.34,44.34,44.029999,44.150002,41.631344,26663257,0
"2014-07-22",44.049999,44.540001,44.049999,44.240002,41.716202,34209632,0
"2014-07-23",44.27,44.330002,44.139999,44.18,41.659618,34300387,0
"2014-07-24",44.240002,44.57,44.240002,44.439999,41.904781,27440970,0
"2014-07-28",44.419998,44.59,44.349998,44.549999,42.008522,38834329,0
"2014-07-29",44.599998,44.68,44.439999,44.490002,41.951942,33815550,0
"2014-07-30",44.5,44.650002,44.25,44.290001,41.763344,31516213,0
"2014-07-31",44.200001,44.200001,43.57,43.810001,41.310726,48807121,0
