"Date","Open","High","Low","Close","Adj.Close","Volume","Clase"
"2011-12-05",126.839996,127.18,125.440002,126.220001,108.927765,225263900,0
"2011-12-06",126.209999,127.110001,125.760002,126.260002,108.962265,178842100,0
"2011-12-07",125.839996,127.260002,124.970001,126.730003,109.367889,237802500,0
"2011-12-08",125.900002,126.18,123.650002,123.949997,106.968742,240862800,0
"2011-12-09",124.510002,126.370003,124.400002,126.050003,108.781036,209111400,0
"2011-12-12",124.949997,124.970001,123.160004,124.209999,107.19313,215826100,0
"2011-12-13",124.860001,125.57,122.449997,123.050003,106.19207,245159800,0
"2011-12-14",122.559998,123.029999,121.470001,121.739998,105.061508,238618800,0
"2011-12-15",123.029999,123.199997,121.989998,122.18,105.441238,199109200,1
"2011-12-16",122.230003,122.949997,121.300003,121.589996,105.597549,220481400,0
"2011-12-19",122.059998,122.32,120.029999,120.290001,104.468536,183903000,0
"2011-12-20",122.18,124.139999,120.370003,123.93,107.629784,225418100,0
"2011-12-21",123.93,124.360001,122.75,124.169998,107.838242,194230900,0
"2011-12-22",124.629997,125.400002,124.230003,125.269997,108.793526,119465400,0
"2011-12-23",125.669998,126.43,125.410004,126.389999,109.76622,92187200,0
"2011-12-27",126.169998,126.82,126.059998,126.489998,109.853065,86075700,0
"2011-12-28",126.510002,126.529999,124.730003,124.830002,108.411423,119107100,0
"2011-12-29",125.239998,126.25,124.860001,126.120003,109.531738,123507200,0
"2011-12-30",126.019997,126.330002,125.5,125.5,108.993294,95599000,-1
"2012-01-03",127.760002,128.380005,127.43,127.5,110.730225,193697900,1
"2012-01-04",127.199997,127.809998,126.709999,127.699997,110.903915,127186500,0
"2012-01-05",127.010002,128.229996,126.43,128.039993,111.199211,173895000,0
"2012-01-06",128.199997,128.220001,127.290001,127.709999,110.912621,148050000,0
"2012-01-09",128,128.179993,127.410004,128.020004,111.181839,99530200,0
"2012-01-10",129.389999,129.649994,128.949997,129.130005,112.145851,115282000,0
"2012-01-11",128.729996,129.369995,128.520004,129.199997,112.206642,111540700,0
"2012-01-12",129.570007,129.699997,128.539993,129.509995,112.475838,118983700,0
"2012-01-13",128.639999,129.050003,127.720001,128.839996,111.893974,179836200,0
"2012-01-17",130.080002,130.320007,128.899994,129.339996,112.328224,132209200,0
"2012-01-18",129.309998,130.839996,129.080002,130.770004,113.570152,163395200,0
"2012-01-19",131.220001,131.570007,130.800003,131.460007,114.16938,126328900,0
"2012-01-20",131.240005,131.949997,130.919998,131.949997,114.594948,138230200,0
"2012-01-23",131.509995,132.25,130.979996,131.610001,114.299622,129295800,0
"2012-01-24",130.800003,131.5,130.600006,131.460007,114.16938,103083300,0
"2012-01-25",131.259995,132.869995,130.75,132.559998,115.124702,198613200,-1
"2012-01-26",133.149994,133.399994,131.360001,131.880005,114.534157,184880500,1
"2012-01-27",131.240005,132.050003,131.149994,131.820007,114.48204,135259100,0
"2012-01-30",130.509995,131.440002,130.059998,131.369995,114.091202,147311800,0
"2012-01-31",132.020004,132.179993,130.679993,131.320007,114.047813,157212000,0
"2012-02-01",132.289993,133.139999,132.130005,132.470001,115.046532,166234500,0
"2012-02-02",132.729996,133.020004,132.210007,132.679993,115.228912,113090400,0
"2012-02-03",134,134.619995,133.770004,134.539993,116.844284,160598500,0
"2012-02-06",133.979996,134.509995,133.830002,134.449997,116.766136,107694500,0
"2012-02-07",134.169998,135.020004,133.639999,134.789993,117.061401,135528100,0
"2012-02-08",134.860001,135.220001,134.309998,135.190002,117.408775,139361400,0
"2012-02-09",135.410004,135.589996,134.559998,135.360001,117.556435,148602900,0
"2012-02-10",134.160004,134.470001,133.839996,134.360001,116.687958,167907500,0
"2012-02-13",135.320007,135.520004,134.740005,135.360001,117.556435,115841900,0
"2012-02-14",135,135.270004,134.25,135.190002,117.408775,165329500,0
"2012-02-15",135.630005,135.830002,134.289993,134.559998,116.861656,195195100,0
"2012-02-16",134.570007,136.169998,134.330002,136.050003,118.155678,186567800,0
"2012-02-17",136.520004,136.630005,135.960007,136.410004,118.468315,129869400,0
"2012-02-21",136.729996,137.050003,136.050003,136.470001,118.520416,134042300,0
"2012-02-22",136.259995,136.550003,135.789993,136.029999,118.138313,124455300,0
