"Date","Open","High","Low","Close","Adj.Close","Volume","Clase"
"2016-09-13",214.839996,215.149994,212.5,213.229996,203.03627,182828800,1
"2016-09-14",213.289993,214.699997,212.5,213.149994,202.960068,134185500,0
"2016-09-15",212.960007,215.729996,212.75,215.279999,204.988251,134427900,0
"2016-09-16",213.479996,213.690002,212.570007,213.369995,204.195923,155236400,0
"2016-09-19",214.130005,214.880005,213.029999,213.410004,204.234238,78968600,0
"2016-09-20",214.410004,214.589996,213.380005,213.419998,204.243774,69665300,0
"2016-09-21",214.240005,216.029999,213.440002,215.820007,206.540604,110284400,0
"2016-09-22",217,217.529999,216.710007,217.179993,207.842087,76678700,0
"2016-09-23",216.720001,216.880005,215.880005,215.990005,206.703293,73630900,0
"2016-09-26",215.020004,215.229996,214.009995,214.240005,205.028564,89827300,0
"2016-09-27",214.050003,215.679993,213.619995,215.570007,206.301361,78494800,0
"2016-09-28",215.830002,216.820007,214.710007,216.639999,207.325333,87411000,0
"2016-09-29",216.399994,216.869995,214.039993,214.679993,205.449615,128070600,0
"2016-09-30",215.649994,217.119995,215.360001,216.300003,206.999939,117202900,0
"2016-10-03",215.820007,216.039993,215.039993,215.779999,206.502319,83512100,0
"2016-10-04",215.910004,216.169998,213.990005,214.679993,205.449615,119948100,0
"2016-10-05",215.410004,216.130005,215.330002,215.630005,206.358765,72816000,0
"2016-10-06",215.369995,216.039993,214.740005,215.779999,206.502319,62927400,0
"2016-10-07",216.100006,216.300003,214.190002,215.039993,205.794128,89788300,0
"2016-10-10",216.160004,216.699997,215.990005,216.160004,206.865982,50602600,0
"2016-10-11",215.660004,215.740005,212.580002,213.429993,204.253342,130367400,0
"2016-10-12",213.589996,214.320007,213.009995,213.710007,204.521332,73866100,0
"2016-10-13",212.160004,213.589996,211.210007,213.009995,203.85141,101357000,0
"2016-10-14",214.149994,214.690002,213.029999,213.119995,203.95668,93346200,0
"2016-10-17",213.089996,213.389999,212.169998,212.380005,203.248505,58275700,0
"2016-10-18",214.240005,214.309998,213.270004,213.710007,204.521332,74250300,0
"2016-10-19",214.020004,214.639999,213.600006,214.279999,205.066803,66519200,0
"2016-10-20",213.869995,214.529999,213.110001,213.880005,204.68399,73639800,0
"2016-10-21",213.880005,214.080002,212.759995,213.979996,204.779694,89089100,0
"2016-10-24",215,215.320007,214.479996,214.889999,205.650589,60146600,0
"2016-10-25",214.679993,214.979996,213.979996,214.169998,204.961533,66542300,0
"2016-10-26",213.210007,214.419998,212.929993,213.740005,204.550034,75705500,0
"2016-10-27",214.580002,214.619995,213.080002,213.169998,204.004547,77220200,0
"2016-10-28",213.139999,213.929993,211.710007,212.539993,203.401611,140623200,0
"2016-10-31",212.929993,213.190002,212.360001,212.550003,203.411209,61272500,0
"2016-11-01",212.929993,212.990005,209.600006,211.009995,201.937408,122781800,0
"2016-11-02",210.649994,211.100006,209.229996,209.740005,200.722031,103330800,0
"2016-11-03",209.990005,210.240005,208.460007,208.779999,199.803268,88939300,0
"2016-11-04",208.910004,209.889999,208.380005,208.550003,199.583221,109122100,0
"2016-11-07",208.550003,213.190002,208.550003,213.149994,203.985382,109794900,0
"2016-11-08",212.690002,214.770004,212.380005,214.110001,204.904099,102268300,0
"2016-11-09",212.369995,217.100006,212.339996,216.380005,207.076523,258429000,0
"2016-11-10",217.300003,218.309998,215.220001,216.919998,207.593292,172113300,0
"2016-11-11",216.080002,216.699997,215.320007,216.419998,207.114807,100552700,0
"2016-11-14",217.029999,217.270004,215.720001,216.589996,207.277466,91861000,0
"2016-11-15",217.039993,218.279999,216.800003,218.279999,208.894836,91652600,0
"2016-11-16",217.559998,218.139999,217.419998,217.869995,208.502457,64761400,0
"2016-11-17",218.050003,219.059998,217.919998,218.990005,209.574295,69797200,0
"2016-11-18",219.070007,219.270004,218.289993,218.5,209.105347,86265800,0
"2016-11-21",219.169998,220.179993,219,220.149994,210.684402,72402600,0
"2016-11-22",220.509995,220.789993,219.729996,220.580002,211.095947,67429000,0
"2016-11-23",219.979996,220.759995,219.75,220.699997,211.210785,54690100,0
"2016-11-25",221.100006,221.559998,221.009995,221.520004,211.995529,37872300,0
"2016-11-28",221.160004,221.479996,220.360001,220.479996,211.000229,76572500,0
"2016-11-29",220.520004,221.440002,220.169998,220.910004,211.411743,69886700,0
"2016-11-30",221.630005,221.820007,220.309998,220.380005,210.904541,113291800,0
"2016-12-01",220.729996,220.729996,219.149994,219.570007,210.129349,79040500,0
"2016-12-02",219.669998,220.25,219.259995,219.679993,210.234619,74840300,0
"2016-12-05",220.649994,221.399994,220.419998,221,211.497864,67837800,0
"2016-12-06",221.220001,221.740005,220.660004,221.699997,212.16777,59877400,0
"2016-12-07",221.520004,224.669998,221.380005,224.600006,214.9431,110738100,-1
"2016-12-08",224.570007,225.699997,224.259995,225.149994,215.469421,99714400,0
"2016-12-09",225.410004,226.529999,225.369995,226.509995,216.770966,88005800,0
"2016-12-12",226.399994,226.960007,225.759995,226.25,216.522156,102016100,0
"2016-12-13",227.020004,228.339996,227,227.759995,217.967209,110477500,0
"2016-12-14",227.410004,228.229996,225.369995,225.880005,216.168076,142501800,0
"2016-12-15",226.160004,227.809998,225.889999,226.809998,217.05806,124972600,1
"2016-12-16",226.009995,226.080002,224.669998,225.039993,216.633453,144174300,0
"2016-12-19",225.25,226.020004,225.080002,225.529999,217.105148,90341100,0
