Date,Open,High,Low,Close,Adj Close,Volume,Clase
2013-06-03,41.779999,41.779999,40.849998,41.099998,38.932972,40084264,0
2013-06-04,41.02,41.279999,40.740002,40.790001,38.63932,40481591,0
2013-06-05,40.990002,40.990002,40.07,40.200001,38.080437,57771254,1
2013-06-06,40.060001,40.650002,40.060001,40.580002,38.440392,47124978,-1
2013-06-07,40.900002,41.34,40.200001,40.279999,38.156208,65659989,0
2013-06-10,40.57,40.790001,40.27,40.740002,38.591961,46860793,0
2013-06-11,40.5,40.59,39.799999,39.889999,37.786774,62709112,0
2013-06-12,40.080002,40.080002,38.830002,39.490002,37.407864,101745003,0
2013-06-13,39.59,39.799999,39.389999,39.490002,37.407864,47741812,1
2013-06-14,39.490002,39.599998,39.209999,39.259998,37.189991,40909144,0
2013-06-17,39.369999,39.790001,39.369999,39.599998,37.512051,26310592,-1
2013-06-18,39.759998,39.849998,39.389999,39.439999,37.360497,44137391,0
2013-06-19,39.639999,39.639999,38.75,38.970001,36.915279,122139077,0
2013-06-20,38.75,38.75,37.25,37.450001,35.47542199999999,194901112,0
2013-06-21,37.639999,38.150002,37.209999,37.990002,35.986958,123951356,1
2013-06-24,37.790001,37.790001,37.009998,37.540001,35.56068,117210157,0
2013-06-25,37.84,38.080002,37.599998,37.939999,35.939587,65032090,0
2013-06-26,38.169998,38.959999,38.0,38.740002,36.697414,88339951,0
2013-06-27,38.93,39.799999,38.93,39.650002,37.559433,94478741,0
2013-06-28,39.599998,40.650002,39.43,40.580002,38.440392,129858879,0
2013-07-01,40.450001,41.25,40.380001,41.200001,39.027699,84896126,0
2013-07-02,41.0,41.240002,40.610001,40.849998,38.696148,112679902,0
2013-07-03,40.849998,41.0,40.5,40.810001,38.658253,55168448,-1
2013-07-04,41.080002,41.279999,41.049999,41.25,39.075066,32723520,0
2013-07-05,41.34,41.34,40.110001,40.630001,38.487755,57515259,0
2013-07-08,40.630001,40.799999,40.029999,40.119999,38.004635,50020408,0
2013-07-09,40.119999,40.43,40.110001,40.209999,38.08989,32613079,1
2013-07-10,40.009998,40.27,39.91,39.98,37.872025,100713694,-1
2013-07-11,40.25,40.599998,40.18,40.48,38.345661,76487731,0
2013-07-12,40.490002,40.509998,40.060001,40.290001,38.16568,27899239,0
2013-07-15,40.09,40.599998,40.09,40.290001,38.16568,42508606,1
2013-07-16,40.150002,40.150002,39.290001,39.639999,37.54994600000001,62344866,0
2013-07-17,39.799999,40.299999,39.720001,40.240002,38.11832800000001,70203409,-1
2013-07-18,40.23,40.349998,40.060001,40.200001,38.080437,50420761,1
2013-07-19,40.02,40.049999,39.810001,39.91,37.805725,10689902,0
2013-07-22,40.099998,40.27,39.799999,40.139999,38.023586,31647752,0
2013-07-23,40.150002,40.75,40.150002,40.720001,38.573006,67986861,0
2013-07-24,40.73,40.959999,40.650002,40.889999,38.734055,48217249,0
2013-07-25,40.610001,41.110001,40.610001,40.900002,38.743511,46767550,0
2013-07-26,40.880001,41.25,40.82,41.099998,38.932972,30907054,0
2013-07-29,40.889999,41.0,40.380001,40.419998,38.288822,17675036,0
2013-07-30,40.310001,40.540001,40.150002,40.27,38.146736,24117675,0
2013-07-31,40.25,41.07,40.02,40.799999,38.648788,32137635,0
2013-08-01,40.990002,42.099998,40.990002,41.900002,39.690788,65404961,0
2013-08-02,41.790001,42.310001,41.709999,42.150002,39.927605,67035779,0
2013-08-05,41.919998,42.130001,41.810001,41.939999,39.728687,19075627,0
2013-08-06,41.73,42.060001,41.43,41.860001,39.652908,60198200,0
2013-08-07,41.860001,42.32,41.700001,42.27,40.041283,34301677,-1
2013-08-08,42.400002,42.810001,42.279999,42.650002,40.401249,61500425,0
2013-08-09,42.310001,42.75,42.139999,42.610001,40.363369,82160176,0
2013-08-12,42.610001,42.790001,42.040001,42.099998,39.880241,48754765,0
2013-08-13,42.099998,42.439999,41.959999,42.299999,40.069691,42823091,0
2013-08-14,42.080002,42.75,42.080002,42.439999,40.202312,39446380,0
2013-08-15,42.299999,42.299999,41.849998,42.119999,39.899208,35265403,0
2013-08-16,42.189999,42.200001,41.93,42.040001,39.82341,18363721,0
2013-08-19,42.0,42.02,41.290001,41.439999,39.255035,40414136,0
2013-08-20,41.48,41.82,41.25,41.75,39.548706,48971524,0
2013-08-21,41.610001,41.93,41.200001,41.400002,39.217152,68849777,0
2013-08-22,41.790001,41.790001,40.799999,41.049999,38.885612,88599708,0
2013-08-23,41.049999,41.09,40.650002,40.830002,38.677208,74396403,0
2013-08-26,40.700001,40.959999,40.349998,40.389999,38.260399,88249334,0
2013-08-27,40.25,40.25,39.459999,39.669998,37.604446,103611323,0
2013-08-28,39.669998,39.830002,39.169998,39.299999,37.253716,73845039,1
2013-08-29,39.439999,39.560001,38.91,39.25,37.206306,64899899,0
2013-08-30,39.279999,39.59,39.080002,39.27,37.225266,46976920,-1
2013-09-02,39.639999,40.18,39.639999,40.119999,38.030998,14294862,0
2013-09-03,40.189999,40.240002,39.330002,39.650002,37.585487,79674421,1
2013-09-04,39.580002,39.98,39.360001,39.68,37.613914,64787471,0
2013-09-05,39.669998,39.869999,39.490002,39.740002,37.670792,48412964,0
2013-09-06,39.77,40.240002,39.560001,39.790001,37.718178,64739108,0
2013-09-09,39.5,41.040001,39.5,41.0,38.86519600000001,76194428,0
2013-09-10,41.0,41.849998,41.0,41.830002,39.651978,125848164,-1
2013-09-11,41.75,42.150002,41.419998,41.599998,39.433945,63752547,0
2013-09-12,41.299999,41.560001,40.669998,40.799999,38.675606,82916016,1
2013-09-13,40.970001,41.189999,40.75,41.029999,38.893627,39264462,0
2013-09-17,41.189999,41.369999,40.759998,41.18,39.03582,52806489,0
2013-09-18,41.290001,42.029999,40.849998,41.93,39.746761,102370928,-1
2013-09-19,42.099998,42.200001,41.66,41.700001,39.528736,101977580,0
2013-09-20,41.75,41.75,41.139999,41.189999,39.0453,45921687,1
2013-09-23,41.279999,41.299999,40.950001,41.25,39.102173,68251074,0
2013-09-24,41.27,41.459999,41.080002,41.150002,39.007393,39858925,-1
2013-09-25,41.360001,41.82,41.009998,41.720001,39.547707,70852174,0
2013-09-26,41.720001,41.849998,41.330002,41.400002,39.244358,63319528,0
2013-09-27,41.380001,41.380001,40.82,40.84,38.713512,52078223,1
2013-09-30,40.700001,40.82,40.080002,40.150002,38.059448,70307311,0
2013-10-01,40.380001,41.439999,40.110001,41.32,39.168518,85861115,-1
2013-10-02,41.299999,41.349998,41.0,41.299999,39.149555,49668210,0
2013-10-03,41.299999,41.439999,40.66,40.82,38.694546,51049780,0
2013-10-04,40.799999,41.169998,40.75,40.919998,38.789349,58258840,0
2013-10-07,40.900002,40.900002,40.290001,40.450001,38.343822,62090944,0
