Date,cociente-Open-num-0-den-1,cociente-Open-num-1-den-2,Clase
2016-02-11,0.9882903984006932,1.0037611658730332,1
2016-02-12,1.0094786016711232,0.9882903984006932,0
2016-02-15,0.9985916196521888,1.0094786016711232,0
2016-02-16,1.0166901500542982,0.9985916196521888,0
2016-02-17,1.0032369710982658,1.0166901500542982,0
2016-02-18,1.0053007606660698,1.0032369710982658,0
2016-02-19,0.9995414717914138,1.0053007606660698,-1
2016-02-22,0.9954129355694007,0.9995414717914138,0
2016-02-23,1.0036866127333357,0.9954129355694007,1
2016-02-24,0.9917355373798086,1.0036866127333357,0
2016-02-25,1.0002314351798278,0.9917355373798086,0
2016-02-26,1.0041657024801134,1.0002314351798278,0
2016-02-29,1.0023047476908218,1.0041657024801134,0
2016-03-02,1.0160955844518011,1.0023047476908218,0
2016-03-03,1.0024892510180867,1.0160955844518011,-1
2016-03-04,1.0155756888391805,1.0024892510180867,0
2016-03-07,0.9984440098491215,1.0155756888391805,0
2016-03-08,1.0020035619770062,0.9984440098491215,0
2016-03-09,0.984892334365356,1.0020035619770062,0
2016-03-10,1.0112790430282408,0.984892334365356,0
2016-03-11,0.9915235114198746,1.0112790430282408,0
2016-03-14,1.008998807446596,0.9915235114198746,0
2016-03-15,0.9966555851351432,1.008998807446596,1
2016-03-16,0.9872483224329234,0.9966555851351432,0
2016-03-17,1.0147291635003588,0.9872483224329234,0
2016-03-18,1.0149620816204128,1.0147291635003588,0
2016-03-22,1.0017601319744744,1.0149620816204128,0
2016-03-23,1.0035141665608207,1.0017601319744744,0
2016-03-28,0.9827096297375713,1.0035141665608207,0
2016-03-29,1.0155901106641376,0.9827096297375713,-1
2016-03-30,1.009210570579411,1.0155901106641376,0
2016-03-31,1.0041286179921771,1.009210570579411,0
2016-04-04,0.9967539925720406,1.0041286179921771,0
2016-04-05,0.9895788321845672,0.9967539925720406,0
2016-04-06,0.9914435501779926,0.9895788321845672,0
2016-04-07,1.000442575800898,0.9914435501779926,0
2016-04-08,1.0008847821474185,1.000442575800898,0
2016-04-11,0.9969060994475138,1.0008847821474185,1
2016-04-12,0.9975614941795279,0.9969060994475138,0
2016-04-13,1.0066666444444445,0.9975614941795279,0
2016-04-14,1.0057395586255973,1.0066666444444445,0
2016-04-15,0.99736606678301,1.0057395586255973,0
2016-04-19,0.9925175834620947,0.99736606678301,0
2016-04-20,1.0155210871627978,0.9925175834620947,0
2016-04-21,0.9967249562603703,1.0155210871627978,-1
2016-04-22,1.00065713031075,0.9967249562603703,0
2016-04-25,0.9958406742556919,1.00065713031075,0
2016-04-26,1.0050560340709591,0.9958406742556919,0
2016-04-27,0.9997812336005852,1.0050560340709591,0
2016-04-28,1.003937869261384,0.9997812336005852,0
2016-05-02,1.0,1.003937869261384,0
2016-05-03,0.9969492481357431,1.0,0
2016-05-04,0.9986885027322404,0.9969492481357431,0
2016-05-05,0.9980301816158936,0.9986885027322404,0
2016-05-06,0.9890350872383811,0.9980301816158936,1
2016-05-09,1.0088692243400987,0.9890350872383811,0
2016-05-10,1.001098879120879,1.0088692243400987,0
2016-05-11,1.0046102964788208,1.001098879120879,0
2016-05-12,1.003933588458636,1.0046102964788208,0
2016-05-13,0.9969525467338386,1.003933588458636,0
2016-05-16,0.9997817030520023,0.9969525467338386,-1
2016-05-17,1.0052412752731756,0.9997817030520023,0
2016-05-18,1.000869020223094,1.0052412752731756,0
2016-05-19,0.9932710657694811,1.000869020223094,1
2016-05-20,0.9921329542016152,0.9932710657694811,0
2016-05-23,0.9988985903568902,0.9921329542016152,0
2016-05-24,1.0066153034890983,0.9988985903568902,0
2016-05-25,1.0052573272614533,1.0066153034890983,0
2016-05-26,1.0023970582348456,1.0052573272614533,0
2016-05-27,1.0032609130434782,1.0023970582348456,0
2016-05-30,1.0004332827547873,1.0032609130434782,0
2016-05-31,0.9965345460920314,1.0004332827547873,0
2016-06-01,0.9860900015687896,0.9965345460920314,0
2016-06-02,1.004408221388764,0.9860900015687896,0
2016-06-06,1.0085582400702215,1.004408221388764,0
2016-06-07,1.0006528068027156,1.0085582400702215,-1
2016-06-08,1.0032615132306364,1.0006528068027156,0
2016-06-09,0.9976159514004325,1.0032615132306364,0
2016-06-10,0.9904410382455148,0.9976159514004325,1
2016-06-13,0.9870585654748848,0.9904410382455148,0
2016-06-14,0.9957778,0.9870585654748848,0
2016-06-15,0.9897343675578137,0.9957778,0
2016-06-16,1.0209695838092259,0.9897343675578137,0
2016-06-17,1.000441696122829,1.0209695838092259,0
2016-06-20,1.0077263357113981,1.000441696122829,0
2016-06-21,1.0048192111798813,1.0077263357113981,0
2016-06-22,0.9914977325375568,1.0048192111798813,-1
2016-06-23,1.0105540677220757,0.9914977325375568,0
2016-06-24,0.9684508043614187,1.0105540677220757,0
2016-06-27,1.006515412559668,0.9684508043614187,0
