Date,cociente-Open-num-0-den-1,cociente-Open-num-1-den-2,Clase
2018-05-03,0.9835729161484,1.004330769052144,0
2018-05-04,0.981419541485614,0.9835729161484,0
2018-05-07,1.0063816850194294,0.981419541485614,0
2018-05-08,0.983724371512907,1.0063816850194294,0
2018-05-09,1.0060163084225116,0.983724371512907,0
2018-05-10,0.9914565997436993,1.0060163084225116,0
2018-05-11,1.003016006161827,0.9914565997436993,0
2018-05-14,1.0100944585460812,1.003016006161827,0
2018-05-15,0.9853285346657142,1.0100944585460812,0
2018-05-16,0.9995684074233923,0.9853285346657142,0
2018-05-17,0.9993523531951641,0.9995684074233923,0
2018-05-18,0.9907107368608612,0.9993523531951641,0
2018-05-21,0.9984736153843521,0.9907107368608612,0
2018-05-22,0.991482878543724,0.9984736153843521,0
2018-05-23,1.0022025990219119,0.991482878543724,0
2018-05-24,1.005934065934066,1.0022025990219119,0
2018-05-25,0.9951933362464496,1.005934065934066,0
2018-05-28,0.9890230513506707,0.9951933362464496,0
2018-05-29,0.996670432778478,0.9890230513506707,0
2018-05-30,0.9951001783919742,0.996670432778478,0
2018-05-31,1.0071620411817368,0.9951001783919742,1
2018-06-01,0.9953333555555557,1.0071620411817368,0
2018-06-04,1.0096003570082528,0.9953333555555557,0
2018-06-05,1.0013268022705262,1.0096003570082528,0
2018-06-06,1.0024293286755595,1.0013268022705262,0
2018-06-07,0.9806124472485668,1.0024293286755595,0
2018-06-08,1.0262862739288374,0.9806124472485668,0
2018-06-11,1.0111646015761822,1.0262862739288374,0
2018-06-12,1.0067114311909815,1.0111646015761822,0
2018-06-13,1.008602193548387,1.0067114311909815,-1
2018-06-14,1.0004263539263816,1.008602193548387,0
2018-06-15,1.0051151323578487,1.0004263539263816,0
2018-06-18,0.9913061916878712,1.0051151323578487,1
2018-06-19,0.9871658181818181,0.9913061916878712,0
2018-06-20,1.0158179624780947,0.9871658181818181,0
2018-06-21,0.9972269411854321,1.0158179624780947,0
2018-06-22,1.0029946310160427,0.9972269411854321,0
2018-06-25,0.9959480058850076,1.0029946310160427,0
2018-06-26,1.006209871387369,0.9959480058850076,0
2018-06-27,1.00021276866513,1.006209871387369,0
2018-06-28,0.9957446595744681,1.00021276866513,0
2018-06-29,1.0049145300195412,0.9957446595744681,0
2018-07-02,1.0121199024477974,1.0049145300195412,0
2018-07-03,0.9852942010627815,1.0121199024477974,0
2018-07-04,1.0074626436050045,0.9852942010627815,0
2018-07-05,1.0052910052910053,1.0074626436050045,0
2018-07-06,1.0166316,1.0052910052910053,-1
2018-07-09,1.0147028160136091,1.0166316,0
2018-07-10,1.0044898163265308,1.0147028160136091,0
2018-07-11,0.9955302520209213,1.0044898163265308,0
2018-07-12,1.002244918367347,0.9955302520209213,0
2018-07-13,1.0040724902449094,1.002244918367347,1
2018-07-16,0.9754613065207604,1.0040724902449094,0
2018-07-17,1.0068607487260186,0.9754613065207604,0
2018-07-18,1.006813916993599,1.0068607487260186,0
2018-07-19,1.0082034868007994,1.006813916993599,0
2018-07-20,0.9908461960943856,1.0082034868007994,0
2018-07-23,1.0059536236081632,0.9908461960943856,0
2018-07-24,1.002040775510204,1.0059536236081632,0
2018-07-25,1.0095723425487717,1.002040775510204,0
2018-07-26,1.0016139197095018,1.0095723425487717,0
2018-07-27,1.0028197179125995,1.0016139197095018,0
2018-07-30,0.9915645311997482,1.0028197179125995,-1
2018-07-31,1.0054689083546466,0.9915645311997482,0
2018-08-01,0.9979855358175975,1.0054689083546466,0
2018-08-02,0.9893015141440953,0.9979855358175975,1
2018-08-03,0.9942869208033839,0.9893015141440953,0
2018-08-06,1.0077980915247282,0.9942869208033839,0
2018-08-07,1.00590513121757,1.0077980915247282,-1
2018-08-08,1.0062752426609212,1.00590513121757,0
2018-08-09,1.0008046872018646,1.0062752426609212,0
2018-08-10,0.9865327035175879,1.0008046872018646,0
2018-08-13,0.9889975350856751,0.9865327035175879,0
2018-08-14,1.0063864234366209,0.9889975350856751,0
2018-08-15,0.995291729592292,1.0063864234366209,0
2018-08-16,0.9975319004017257,0.995291729592292,1
2018-08-17,0.9896907216494846,0.9975319004017257,0
2018-08-20,1.0102083750000002,0.9896907216494846,0
2018-08-21,1.0074241283801142,1.0102083750000002,0
2018-08-22,1.0081883729043346,1.0074241283801142,0
2018-08-23,1.0105583756345178,1.0081883729043346,0
2018-08-24,0.9915611412497488,1.0105583756345178,0
2018-08-27,1.0131712669978223,0.9915611412497488,-1
2018-08-28,1.00739998,1.0131712669978223,0
2018-08-29,0.9964264442411445,1.00739998,0
2018-08-30,0.9962144051845867,0.9964264442411445,0
2018-08-31,0.99199996,0.9962144051845867,0
2018-09-03,1.0,0.99199996,0
2018-09-04,0.9939516328206304,1.0,0
2018-09-05,0.9916835698110257,0.9939516328206304,0
