archivo,totret
6_naftrac_2014-12-24_2015-05-19_90_predicciones.csv,10362.12104499754
7_naftrac_2015-05-20_2015-09-24_90_predicciones.csv,-4803.005228362478
8_naftrac_2015-09-28_2016-02-10_90_predicciones.csv,-327.91922156244493
9_naftrac_2016-02-11_2016-06-27_90_predicciones.csv,7100.3238086913
10_naftrac_2016-06-28_2016-11-09_90_predicciones.csv,3464.5051210274723
11_naftrac_2016-11-10_2017-03-23_90_predicciones.csv,7323.567588227565
12_naftrac_2017-03-27_2017-08-04_90_predicciones.csv,4088.8176000000167
13_naftrac_2017-08-07_2017-12-15_90_predicciones.csv,-5965.880499557486
14_naftrac_2017-12-18_2018-05-02_90_predicciones.csv,-212.47887676624222
15_naftrac_2018-05-03_2018-09-05_90_predicciones.csv,7205.579258696315
16_naftrac_2018-09-06_2019-01-21_90_predicciones.csv,-9893.769305129985
