"fechaSen","fechaEjec","accion","precioEjec","regla","puntaje_regla"
"2008-09-24","2008-09-25","Compra",120.4754405075,"IF Comm.Chan.20.0.015 is (-127,-89.9] and Adj.Close.RSI.14 is (34.6,44.5] THEN  is 1; (supportSize=2; laplace=0.75)",2.70344835860218
"2008-09-26","2008-09-29","Venta por banda inferior",114.86711100375,"IF Comm.Chan.20.0.015 is (-89.9,-41.8] THEN  is -1; (supportSize=3; laplace=0.8)",3.75344835860218
"2008-10-01","2008-10-02","Compra",113.36771199875,"IF Comm.Chan.20.0.015 is (-127,-89.9] and Adj.Close.RSI.14 is (34.6,44.5] THEN  is 1; (supportSize=2; laplace=0.75)",2.52838000667611
"2008-10-14","2008-10-15","Venta por banda inferior",93.5206134975,"IF Comm.Chan.20.0.015 is (-89.9,-41.8] THEN  is -1; (supportSize=3; laplace=0.8)",3.57838000667611
"2008-10-15","2008-10-16","Compra",90.8816364975,"IF Adj.Close.RSI.14 is [-Inf,32.8] and MFI.14 is [-Inf,34.1] THEN  is 1; (supportSize=2; laplace=0.75)",2.71508794846278
"2008-10-17","2008-10-20","Venta por banda superior",96.3535095075,"IF Comm.Chan.20.0.015 is (-89.9,-41.8] THEN  is -1; (supportSize=3; laplace=0.8)",3.63858879275085
"2008-10-27","2008-10-28","Compra",89.60846099625,"IF Adj.Close.RSI.14 is [-Inf,32.8] and MFI.14 is [-Inf,34.1] THEN  is 1; (supportSize=2; laplace=0.75)",2.76854215865115
"2008-10-28","2008-10-29","Venta por banda superior",94.398410505,"IF Comm.Chan.20.0.015 is (-89.9,-41.8] THEN  is -1; (supportSize=3; laplace=0.8)",3.69204300293922
"2008-11-18","2008-11-19","Compra",84.10473800125,"IF Comm.Chan.20.0.015 is (-127,-89.9] and Adj.Close.RSI.14 is (34.6,44.5] THEN  is 1; (supportSize=2; laplace=0.75)",2.61056501391253
"2008-12-16","2008-12-17","Venta por banda superior",91.0168865025,"IF Adj.Close.RSI.14 is (59.5, Inf] THEN  is -1; (supportSize=4; laplace=0.833333333333333)",4.91551834056975
"2009-01-21","2009-01-22","Compra",82.81151199875,"IF Comm.Chan.20.0.015 is (-127,-89.9] and Adj.Close.RSI.14 is (34.6,44.5] THEN  is 1; (supportSize=2; laplace=0.75)",2.62509111017579
"2009-01-27","2009-01-27","Venta fin periodo",84.01443999375,"No aplica",0
