"fechaSen","fechaEjec","accion","precioEjec","regla"
"2008-10-02","2008-10-03","Compra",112.84641099625,"IF Comm.Chan.20.0.015 is (-144,-104] and Adj.Close.RSI.14 is (31.3,37.8] THEN  is 1; (supportSize=1; laplace=0.666666666666667)"
"2008-10-06","2008-10-07","Venta por banda inferior",103.231276995,"IF Dif.Aroon.25 is [-Inf,-72] and MFI.14 is (46.1,49.6] THEN  is -1; (supportSize=1; laplace=0.666666666666667)"
"2008-10-24","2008-10-27","Compra",86.82151199875,"IF Adj.Close.RSI.14 is (31.3,37.8] and Dif.Aroon.25 is [-Inf,-72] THEN  is 1; (supportSize=1; laplace=0.666666666666667)"
"2008-10-28","2008-10-29","Venta por banda superior",94.398410505,"IF MFI.14 is [-Inf,39.2] THEN  is -1; (supportSize=1; laplace=0.666666666666667)"
"2008-10-29","2008-10-30","Compra",94.95680150375,"IF Dif.Aroon.25 is [-Inf,-72] and Comm.Chan.20.0.015 is (-23.9,16.1] THEN  is 1; (supportSize=1; laplace=0.666666666666667)"
"2008-11-06","2008-11-07","Venta por banda inferior",92.019375,"IF Williams.R.14 is (-285, Inf] and Dif.Aroon.25 is (-72,-48] THEN  is -1; (supportSize=1; laplace=0.666666666666667)"
"2008-11-10","2008-11-11","Compra",90.62098800125,"IF Dif.Aroon.25 is (-48,-24] THEN  is 1; (supportSize=1; laplace=0.666666666666667)"
"2008-11-20","2008-11-21","Venta por banda inferior",77.4259490025,"IF Williams.R.14 is (-285, Inf] and Dif.Aroon.25 is (-72,-48] THEN  is -1; (supportSize=1; laplace=0.666666666666667)"
"2008-11-21","2008-11-24","Compra",83.88418699875,"IF Comm.Chan.20.0.015 is (-144,-104] and Adj.Close.RSI.14 is (31.3,37.8] THEN  is 1; (supportSize=1; laplace=0.666666666666667)"
"2008-11-26","2008-11-28","Venta por banda superior",89.0817375,"IF Williams.R.14 is (-285, Inf] and Dif.Aroon.25 is (-72,-48] THEN  is -1; (supportSize=1; laplace=0.666666666666667)"
"2008-11-28","2008-12-01","Compra",84.916764505,"IF Adj.Close.RSI.14 is (50.9,57.4] and MFI.14 is (46.1,49.6] THEN  is 1; (supportSize=1; laplace=0.666666666666667)"
"2008-12-05","2008-12-08","Venta por banda superior",90.00442450125,"IF MFI.14 is (59.9, Inf] THEN  is -1; (supportSize=2; laplace=0.75)"
"2008-12-10","2008-12-11","Compra",89.40796400375,"IF Dif.Aroon.25 is (-48,-24] THEN  is 1; (supportSize=1; laplace=0.666666666666667)"
"2009-01-05","2009-01-06","Venta por banda superior",93.33108600375,"IF MFI.14 is [-Inf,39.2] THEN  is -1; (supportSize=1; laplace=0.666666666666667)"
"2009-01-06","2009-01-07","Compra",91.45807449875,"IF MFI.14 is (42.7,46.1] THEN  is 1; (supportSize=3; laplace=0.8)"
"2009-01-27","2009-01-27","Venta fin periodo",84.01443999375,"No aplica"
