Date,cociente-Open-num-2-den-0,cociente-Adj Close-num-2-den-1,cociente-Open-num-1-den-0,cociente-Open-num-1-den-2,Clase
2016-11-10,1.0170526526315788,1.0223534523751323,0.968421052631579,0.9521837931653117,0
2016-11-11,1.0150044130626654,1.0463369065887862,1.0481023830538394,1.0326086956521738,0
2016-11-14,1.0555555555555556,1.0071114930476006,1.007111111111111,0.9541052631578948,1
2016-11-15,0.9936417234456977,0.9918448053210693,0.9866257183375198,0.9929390997352162,-1
2016-11-16,0.9933775053725719,1.0059866246037934,1.0068433114093447,1.0135555777777778,0
2016-11-17,1.0135555777777778,1.0013323695020426,1.0066666444444445,0.9932032012014206,0
2016-11-18,1.00801068108613,1.000666282161476,1.001335135766247,0.9933775053725719,0
2016-11-22,1.008968655110702,1.0121430598097219,1.0076233411490287,0.9986666444444444,1
2016-11-23,1.000890801742058,0.9888814054494215,0.9933183967341471,0.9924343345000964,0
2016-11-25,0.9862891865039984,0.9927150857640554,0.9929235074541461,1.0067265473868408,0
2016-11-28,0.9883337442218798,1.0002209122555987,0.9953775258639667,1.007126926185883,0
2016-11-29,0.9938461758241759,0.9964796767114275,0.9984615384615384,1.0046439406314918,-1
2016-11-30,0.9984615384615384,1.0026473467740808,1.0,1.0015408320493067,0
2016-12-01,1.0,0.9995588288288867,1.0,1.0,0
2016-12-02,1.0147190008920606,1.0113740539232423,1.0147190008920606,1.0,0
2016-12-05,1.0181248829296237,1.0071875350488657,1.0033564780343809,0.9854945054945056,1
2016-12-06,0.9984413270986419,0.9919786288877166,0.9951012914718327,0.9966547502230151,0
2016-12-07,0.9922290854300824,0.9964478840728666,0.9971136545933912,1.0049228240081185,0
2016-12-08,0.9853005271917276,0.9883692713403464,0.9881526771323969,1.0028947005121356,0
2016-12-09,0.9770065716705671,0.9840209245537596,0.988720259814328,1.0119893647426872,0
2016-12-13,0.9768538791255894,0.9882626524389737,0.9879982426060866,1.0114084242471073,0
2016-12-14,0.9863071464994801,1.0010680723326513,0.9982883612200101,1.01214754933395,-1
2016-12-15,1.0088648648648648,1.013642473986683,1.0105946378378379,1.0017145735105017,0
2016-12-16,1.0205240834175564,1.0067582202734553,1.0098253495595055,0.9895164317707987,0
2016-12-19,1.022099447513812,1.0175244675730242,1.012154674033149,0.9902702486486487,0
2016-12-20,1.0166481690709916,1.0049039901288466,1.004439533949823,0.9879912879474081,1
2016-12-21,1.0066740599182633,0.9988867407049375,1.0022246495611868,0.99558008839779,0
2016-12-22,0.9929468810435724,0.9982217953623229,0.9907428254516824,0.9977802885189854,-1
2016-12-23,1.001559714760256,0.9997779181726536,1.0109179587585124,1.0093436705374044,1
2016-12-26,1.00265191160221,0.9968985626678339,0.991823226519337,0.9891999556799638,-1
