"Date","Open","High","Low","Close","Adj.Close","Volume","Clase"
"2016-05-16",45.790001,46.060001,45.700001,46.02,43.880989,25324839,1
"2016-05-17",46.029999,46.110001,45.82,46.080002,43.938213,31851601,0
"2016-05-18",46.07,46.07,45.619999,45.73,43.604469,28637472,0
"2016-05-19",45.759998,45.759998,45.099998,45.23,43.127712,29782155,0
"2016-05-20",45.400002,45.549999,45.240002,45.349998,43.242146,16631602,0
"2016-05-23",45.349998,45.560001,45.220001,45.439999,43.327953,23442839,0
"2016-05-24",45.650002,45.790001,45.529999,45.75,43.623547,29414885,0
"2016-05-25",45.889999,46.099998,45.860001,45.919998,43.785648,33033176,0
"2016-05-26",46,46.150002,45.790001,46.09,44.125851,20344371,0
"2016-05-27",46.150002,46.25,46.07,46.169998,44.20245,21176771,0
"2016-05-30",46.169998,46.32,46.040001,46.119999,44.154587,15087174,0
"2016-05-31",46.009998,46.16,45.400002,45.490002,43.551414,33295607,0
"2016-06-01",45.369999,45.66,45.299999,45.599998,43.656727,24003628,0
"2016-06-02",45.57,45.790001,45.459999,45.57,43.62801,10309795,0
"2016-06-06",45.959999,46.209999,45.889999,45.959999,44.001392,11078598,0
"2016-06-07",45.990002,46.310001,45.990002,46.130001,44.164139,36297534,0
"2016-06-08",46.139999,46.560001,46.139999,46.27,44.298183,55033070,0
"2016-06-09",46.029999,46.189999,45.759998,45.790001,43.838642,32523448,0
"2016-06-10",45.59,45.59,45.16,45.259998,43.331219,23612895,0
"2016-06-13",45,45.16,44.799999,45,43.082291,22489066,0
"2016-06-14",44.810001,44.900002,44.439999,44.619999,42.718498,27414358,-1
"2016-06-15",44.349998,45.16,44.349998,45.060001,43.139748,39304326,1
"2016-06-16",45.279999,45.34,44.650002,45.279999,43.350384,32743384,0
"2016-06-17",45.299999,45.459999,45.189999,45.360001,43.426956,17927096,0
"2016-06-20",45.650002,46.029999,45.650002,45.799999,43.848206,37628427,0
"2016-06-21",45.869999,45.869999,45.549999,45.709999,43.762043,36068920,0
"2016-06-22",45.48,45.900002,45.48,45.849998,43.896084,17024359,0
"2016-06-23",45.959999,46.330002,45.959999,46.240002,44.269455,29345567,-1
"2016-06-24",44.509998,45.360001,44.509998,44.959999,43.044014,33166166,1
"2016-06-27",44.799999,44.799999,44,44.349998,42.501019,55175668,0
