"fechaSen","fechaEjec","accion","precioEjec","regla"
"2018-01-04","2018-01-05","Compra",273.4368925125,"IF Comm.Chan.20.0.015 is (144, Inf] THEN  is 1; (supportSize=2; laplace=0.75)"
"2018-01-25","2018-01-26","Venta por banda superior",284.581760505,"IF MFI.14 is (64.1,68.9] THEN  is -1; (supportSize=2; laplace=0.75)"
"2018-01-26","2018-01-29","Compra",286.17865899125,"IF Comm.Chan.20.0.015 is (107,120] THEN  is 1; (supportSize=1; laplace=0.666666666666667)"
"2018-02-01","2018-02-02","Venta por banda inferior",277.12545748125,"IF Adj.Close.RSI.14 is [-Inf,59.5] THEN  is -1; (supportSize=2; laplace=0.75)"
"2018-02-02","2018-02-05","Compra",270.253952005,"IF MFI.14 is [-Inf,47.8] THEN  is 1; (supportSize=2; laplace=0.75)"
"2018-02-08","2018-02-09","Venta por banda inferior",257.61932902125,"IF Adj.Close.RSI.14 is [-Inf,59.5] THEN  is -1; (supportSize=2; laplace=0.75)"
"2018-02-09","2018-02-12","Compra",264.9958445175,"IF MFI.14 is [-Inf,47.8] THEN  is 1; (supportSize=2; laplace=0.75)"
"2018-03-08","2018-03-09","Venta por banda superior",276.41223301125,"IF Adj.Close.RSI.14 is [-Inf,59.5] THEN  is -1; (supportSize=2; laplace=0.75)"
"2018-03-09","2018-03-12","Compra",279.69248298875,"IF Comm.Chan.20.0.015 is (94.4,107] THEN  is 1; (supportSize=1; laplace=0.666666666666667)"
"2018-03-16","2018-03-19","Venta por banda inferior",270.83121951375,"IF Adj.Close.RSI.14 is [-Inf,59.5] THEN  is -1; (supportSize=2; laplace=0.75)"
"2018-03-19","2018-03-20","Compra",271.6023155075,"IF MFI.14 is [-Inf,47.8] THEN  is 1; (supportSize=2; laplace=0.75)"
"2018-03-22","2018-03-23","Venta por banda inferior",260.532035505,"IF Williams.R.14 is (-126,-117] THEN  is -1; (supportSize=1; laplace=0.666666666666667)"
"2018-03-23","2018-03-26","Compra",263.07604849625,"IF MFI.14 is [-Inf,47.8] THEN  is 1; (supportSize=2; laplace=0.75)"
"2018-05-11","2018-05-14","Venta por banda superior",272.536936035,"IF Adj.Close.RSI.14 is (74.3,77.8] THEN  is -1; (supportSize=4; laplace=0.833333333333333)"
