"fechaSen","fechaEjec","accion","precioEjec","regla"
"2018-01-04","2018-01-05","Compra",273.4368925125,"IF Comm.Chan.20.0.015 is (125,154] THEN  is 1; (supportSize=1; laplace=0.666666666666667)"
"2018-01-25","2018-01-26","Venta por banda superior",284.581760505,"IF Comm.Chan.20.0.015 is (67.6,96.5] THEN  is -1; (supportSize=1; laplace=0.666666666666667)"
"2018-01-26","2018-01-29","Compra",286.17865899125,"IF Comm.Chan.20.0.015 is (96.5,125] THEN  is 1; (supportSize=2; laplace=0.75)"
"2018-02-01","2018-02-02","Venta por banda inferior",277.12545748125,"IF Williams.R.14 is (-113,-91.5] THEN  is -1; (supportSize=1; laplace=0.666666666666667)"
"2018-02-23","2018-02-26","Compra",277.326597525,"IF Adj.Close.RSI.14 is (56.7,63.5] THEN  is 1; (supportSize=2; laplace=0.75)"
"2018-03-21","2018-03-22","Venta por banda inferior",265.449702525,"IF Comm.Chan.20.0.015 is [-Inf,-19.1] THEN  is -1; (supportSize=1; laplace=0.666666666666667)"
"2018-04-16","2018-04-17","Compra",270.48452249375,"IF Adj.Close.RSI.14 is (56.7,63.5] THEN  is 1; (supportSize=2; laplace=0.75)"
"2018-04-24","2018-04-25","Venta por banda inferior",261.83378048625,"IF Williams.R.14 is (-113,-91.5] THEN  is -1; (supportSize=1; laplace=0.666666666666667)"
"2018-05-07","2018-05-08","Compra",266.90559047625,"IF Adj.Close.RSI.14 is (56.7,63.5] THEN  is 1; (supportSize=2; laplace=0.75)"
"2018-05-14","2018-05-14","Venta fin periodo",272.536936035,"No aplica"
