"fechaSen","fechaEjec","accion","precioEjec","regla","puntaje_regla"
"2014-12-24","2014-12-26","Compra",43.1576239975,"IF Comm.Chan.20.0.015 is (6.53,50.7] THEN  is 1; (supportSize=4; laplace=0.666666666666667)",4.52518704047113
"2015-01-13","2015-01-14","Venta por banda inferior",40.987275,"IF Williams.R.14 is (-166,-145] THEN  is -1; (supportSize=3; laplace=0.8)",3.69914522294229
"2015-01-14","2015-01-15","Compra",41.1476125,"IF MFI.14 is [-Inf,32.1] THEN  is 1; (supportSize=4; laplace=0.833333333333333)",4.82117310078397
"2015-01-22","2015-01-23","Venta por banda superior",42.7279134975,"IF Adj.Close.RSI.14 is (59.5,66.5] THEN  is -1; (supportSize=4; laplace=0.833333333333333)",4.90042649489965
"2015-01-23","2015-01-26","Compra",42.71652349625,"IF Comm.Chan.20.0.015 is (6.53,50.7] THEN  is 1; (supportSize=4; laplace=0.666666666666667)",4.49042620620333
"2015-01-29","2015-01-30","Venta por banda inferior",41.2316615025,"IF Williams.R.14 is (-166,-145] THEN  is -1; (supportSize=3; laplace=0.8)",3.66438438867449
"2015-01-30","2015-02-03","Compra",41.693975,"IF Williams.R.14 is [-Inf,-178] THEN  is 1; (supportSize=3; laplace=0.8)",3.79561991175367
"2015-02-19","2015-02-20","Venta por banda superior",43.25658700125,"IF Adj.Close.RSI.14 is (59.5,66.5] THEN  is -1; (supportSize=4; laplace=0.833333333333333)",4.93790461976662
"2015-02-27","2015-03-02","Compra",44.0698989975,"IF MFI.14 is (51.6,56.2] THEN  is 1; (supportSize=5; laplace=0.857142857142857)",5.84368961459777
"2015-04-24","2015-04-27","Venta por banda superior",45.70544950125,"IF Adj.Close.RSI.14 is (75.2, Inf] THEN  is -1; (supportSize=5; laplace=0.857142857142857)",5.93156601467774
"2015-04-28","2015-04-29","Compra",45.24783800125,"IF Comm.Chan.20.0.015 is (6.53,50.7] THEN  is 1; (supportSize=4; laplace=0.666666666666667)",4.49447722843106
"2015-05-19","2015-05-19","Venta fin periodo",45.43113799875,"No aplica",0
