"fechaSen","fechaEjec","accion","precioEjec","regla","puntaje_regla"
"2008-09-18","2008-09-19","Compra",125.9791635025,"IF Adj.Close.RSI.14 is (34.6,44.5] THEN  is 1; (supportSize=3; laplace=0.8)",3.7513448071325
"2008-09-22","2008-09-23","Venta por banda inferior",119.849623005,"IF Comm.Chan.20.0.015 is (-89.9,-41.8] THEN  is -1; (supportSize=3; laplace=0.8)",3.7513448071325
"2008-09-23","2008-09-24","Compra",119.19223800125,"IF Adj.Close.RSI.14 is (34.6,44.5] THEN  is 1; (supportSize=3; laplace=0.8)",3.71505782175469
"2008-09-26","2008-09-29","Venta por banda inferior",114.86711100375,"IF Comm.Chan.20.0.015 is (-89.9,-41.8] THEN  is -1; (supportSize=3; laplace=0.8)",3.71505782175469
"2008-09-30","2008-10-01","Compra",115.60829949875,"IF Adj.Close.RSI.14 is (34.6,44.5] THEN  is 1; (supportSize=3; laplace=0.8)",3.61351992566811
"2008-10-03","2008-10-06","Venta por banda inferior",103.8696759975,"IF Williams.R.14 is (-303, Inf] THEN  is -1; (supportSize=2; laplace=0.75)",2.64846210391342
"2008-10-09","2008-10-10","Compra",88.981902005,"IF Comm.Chan.20.0.015 is [-Inf,-114] and MFI.14 is [-Inf,34.1] THEN  is 1; (supportSize=2; laplace=0.75)",2.78562930541732
"2008-10-10","2008-10-13","Venta por banda superior",95.41087250625,"IF Williams.R.14 is (-303, Inf] THEN  is -1; (supportSize=2; laplace=0.75)",2.72071241949882
"2008-10-13","2008-10-14","Compra",101.5733,"IF Adj.Close.RSI.14 is (34.6,44.5] THEN  is 1; (supportSize=3; laplace=0.8)",3.53424036595606
"2008-10-14","2008-10-15","Venta por banda inferior",93.5206134975,"IF Comm.Chan.20.0.015 is (-89.9,-41.8] THEN  is -1; (supportSize=3; laplace=0.8)",3.63577826204264
"2008-10-16","2008-10-17","Compra",95.3577989975,"IF Adj.Close.RSI.14 is (34.6,44.5] THEN  is 1; (supportSize=3; laplace=0.8)",3.49342528278073
"2008-10-21","2008-10-22","Venta por banda inferior",91.4657625,"IF Comm.Chan.20.0.015 is (-89.9,-41.8] THEN  is -1; (supportSize=3; laplace=0.8)",3.5949631788673
"2008-10-22","2008-10-23","Compra",89.35282249375,"IF Adj.Close.RSI.14 is (34.6,44.5] THEN  is 1; (supportSize=3; laplace=0.8)",3.46024966045825
"2008-10-24","2008-10-27","Venta por banda inferior",86.38848700125,"IF Williams.R.14 is (-303, Inf] THEN  is -1; (supportSize=2; laplace=0.75)",2.68753679717634
"2008-11-06","2008-11-07","Compra",92.480625,"IF Adj.Close.RSI.14 is (34.6,44.5] THEN  is 1; (supportSize=3; laplace=0.8)",3.39901291492371
"2008-11-11","2008-11-12","Venta por banda inferior",86.8174125,"IF Comm.Chan.20.0.015 is (-89.9,-41.8] THEN  is -1; (supportSize=3; laplace=0.8)",3.53372643333277
"2008-11-14","2008-11-17","Compra",87.0771510025,"IF Adj.Close.RSI.14 is (34.6,44.5] THEN  is 1; (supportSize=3; laplace=0.8)",3.36006023945489
"2008-11-18","2008-11-19","Venta por banda inferior",83.68526299875,"IF Williams.R.14 is (-303, Inf] THEN  is -1; (supportSize=2; laplace=0.75)",2.64858412170752
"2008-11-21","2008-11-24","Compra",83.88418699875,"IF Adj.Close.RSI.14 is (34.6,44.5] THEN  is 1; (supportSize=3; laplace=0.8)",3.42202126795395
"2008-11-26","2008-11-28","Venta por banda superior",89.0817375,"IF Williams.R.14 is (-303, Inf] THEN  is -1; (supportSize=2; laplace=0.75)",2.71054515020658
"2008-12-01","2008-12-02","Compra",83.97441199875,"IF Adj.Close.RSI.14 is (34.6,44.5] THEN  is 1; (supportSize=3; laplace=0.8)",3.49382900508451
"2008-12-05","2008-12-08","Venta por banda superior",90.00442450125,"IF Williams.R.14 is (-303, Inf] THEN  is -1; (supportSize=2; laplace=0.75)",2.78235288733714
"2008-12-23","2008-12-24","Compra",86.65108900375,"IF Adj.Close.RSI.14 is (34.6,44.5] THEN  is 1; (supportSize=3; laplace=0.8)",3.52895970022348
"2008-12-30","2008-12-31","Venta por banda superior",89.695201995,"IF Comm.Chan.20.0.015 is (6.53,28.7] THEN  is -1; (supportSize=4; laplace=0.666666666666667)",4.66517635163755
"2009-01-12","2009-01-13","Compra",87.2575969925,"IF Adj.Close.RSI.14 is (34.6,44.5] THEN  is 1; (supportSize=3; laplace=0.8)",3.49442136085391
"2009-01-13","2009-01-14","Venta por banda inferior",84.243864495,"IF Comm.Chan.20.0.015 is (-89.9,-41.8] THEN  is -1; (supportSize=3; laplace=0.8)",3.4991880939632
"2009-01-21","2009-01-22","Compra",82.81151199875,"IF Adj.Close.RSI.14 is (34.6,44.5] THEN  is 1; (supportSize=3; laplace=0.8)",3.50894745711717
"2009-01-27","2009-01-27","Venta fin periodo",84.01443999375,"No aplica",0
