"fechaSen","fechaEjec","accion","precioEjec","regla"
"2013-11-05","2013-11-05","Compra",41.002252005,"IF cociente.Open.num.1.den.0 is (1.006, Inf] THEN  is 1; (supportSize=3; laplace=0.8)"
"2013-11-11","2013-11-11","Venta por banda inferior",39.750373005,"IF cociente.Open.num.1.den.0 is (0.9936,1.001] THEN  is -1; (supportSize=3; laplace=0.8)"
"2013-11-12","2013-11-12","Compra",39.749127005,"IF cociente.Open.num.1.den.0 is (1.004,1.006] THEN  is 1; (supportSize=3; laplace=0.8)"
"2013-11-25","2013-11-25","Venta por banda superior",41.146875,"IF cociente.Open.num.1.den.0 is (0.9936,1.001] THEN  is -1; (supportSize=3; laplace=0.8)"
"2013-11-26","2013-11-26","Compra",41.1025,"IF cociente.Open.num.1.den.0 is (1.006, Inf] THEN  is 1; (supportSize=3; laplace=0.8)"
"2013-12-26","2013-12-26","Venta por banda superior",42.633151995,"IF cociente.Open.num.1.den.0 is (0.9816,0.9897] THEN  is -1; (supportSize=3; laplace=0.8)"
"2013-12-27","2013-12-27","Compra",42.7967239975,"IF cociente.Open.num.1.den.0 is (1.001,1.003] THEN  is 1; (supportSize=3; laplace=0.8)"
"2014-01-28","2014-01-28","Venta por banda inferior",40.8975,"IF cociente.Open.num.1.den.0 is (0.9936,1.001] THEN  is -1; (supportSize=3; laplace=0.8)"
"2014-01-29","2014-01-29","Compra",40.5511260025,"IF cociente.Open.num.1.den.2 is (0.9974,1.001] and cociente.Adj.Close.num.2.den.1 is (1.004,1.01] THEN  is 1; (supportSize=2; laplace=0.75)"
"2014-02-28","2014-02-28","Venta por banda inferior",38.9523740025,"IF cociente.Open.num.1.den.0 is (0.9897,0.9936] THEN  is -1; (supportSize=2; laplace=0.75)"
"2014-03-03","2014-03-03","Compra",38.59625,"IF cociente.Open.num.1.den.0 is (1.006, Inf] THEN  is 1; (supportSize=3; laplace=0.8)"
"2014-03-20","2014-03-20","Venta fin periodo",38.892526995,"No aplica"
