"fechaSen","fechaEjec","accion","precioEjec","regla"
"2014-08-04","2014-08-04","Compra",44.2202760025,"IF cociente.Open.num.1.den.0 is (1.002,1.006] THEN  is 1; (supportSize=3; laplace=0.8)"
"2014-09-08","2014-09-08","Venta por banda superior",46.0745240025,"IF cociente.Open.num.1.den.0 is (0.9912,0.9948] THEN  is -1; (supportSize=2; laplace=0.75)"
"2014-09-09","2014-09-09","Compra",46.4859239975,"IF cociente.Open.num.1.den.2 is (1.007,1.01] THEN  is 1; (supportSize=2; laplace=0.75)"
"2014-09-30","2014-09-30","Venta por banda inferior",44.7777740025,"IF cociente.Open.num.1.den.0 is (0.9912,0.9948] THEN  is -1; (supportSize=2; laplace=0.75)"
"2014-10-02","2014-10-02","Compra",44.691452005,"IF cociente.Open.num.1.den.2 is (1.007,1.01] THEN  is 1; (supportSize=2; laplace=0.75)"
"2014-10-17","2014-10-17","Venta por banda inferior",43.3413759975,"IF cociente.Open.num.2.den.0 is (0.987,0.993] THEN  is -1; (supportSize=4; laplace=0.833333333333333)"
"2014-10-21","2014-10-21","Compra",43.5485989975,"IF cociente.Open.num.2.den.0 is (1,1.01] THEN  is 1; (supportSize=3; laplace=0.8)"
"2014-11-06","2014-11-06","Venta por banda superior",45.0770240025,"IF cociente.Open.num.1.den.0 is (0.9948,0.9984] and cociente.Open.num.2.den.0 is (0.993,0.998] THEN  is -1; (supportSize=2; laplace=0.75)"
"2014-11-07","2014-11-07","Compra",45.102477005,"IF cociente.Open.num.1.den.0 is (1.002,1.006] THEN  is 1; (supportSize=3; laplace=0.8)"
"2014-12-08","2014-12-08","Venta por banda inferior",43.151848005,"IF cociente.Open.num.1.den.0 is (0.9912,0.9948] THEN  is -1; (supportSize=2; laplace=0.75)"
"2014-12-09","2014-12-09","Compra",42.7967239975,"IF cociente.Adj.Close.num.2.den.1 is (1.006,1.01] THEN  is 1; (supportSize=1; laplace=0.666666666666667)"
"2014-12-17","2014-12-17","Venta por banda inferior",40.0995009975,"IF cociente.Open.num.1.den.0 is (0.9912,0.9948] THEN  is -1; (supportSize=2; laplace=0.75)"
"2014-12-18","2014-12-18","Compra",41.6538739975,"IF cociente.Open.num.1.den.2 is (1.007,1.01] THEN  is 1; (supportSize=2; laplace=0.75)"
"2014-12-23","2014-12-23","Venta fin periodo",42.91245,"No aplica"
