"fechaSen","fechaEjec","accion","precioEjec","regla","puntaje_regla"
"2013-05-21","2013-05-22","Compra",40.5661625,"IF MFI.14 is [-Inf,29.9] THEN  is 1; (supportSize=3; laplace=0.8)",3.94101367078241
"2013-08-12","2013-08-13","Venta por banda superior",42.0944990025,"IF Adj.Close.RSI.14 is (53.2,59.7] THEN  is -1; (supportSize=2; laplace=0.75)",2.83610410991442
"2013-08-22","2013-08-23","Compra",40.9721760025,"IF Comm.Chan.20.0.015 is (-92,-46.5] and Adj.Close.RSI.14 is (28.8,36.2] THEN  is 1; (supportSize=4; laplace=0.833333333333333)",4.80193064416638
"2013-09-02","2013-09-03","Venta por banda inferior",39.685539495,"IF Adj.Close.RSI.14 is (36.2,43.7] THEN  is -1; (supportSize=4; laplace=0.833333333333333)",4.80193064416638
"2013-09-03","2013-09-04","Compra",39.76917550125,"IF Comm.Chan.20.0.015 is (-92,-46.5] and Adj.Close.RSI.14 is (28.8,36.2] THEN  is 1; (supportSize=4; laplace=0.833333333333333)",4.84096240637129
"2013-09-09","2013-09-10","Venta por banda superior",41.3214365025,"IF Adj.Close.RSI.14 is (58.6,66.1] THEN  is -1; (supportSize=2; laplace=0.75)",2.78903176220491
