"fechaSen","fechaEjec","accion","precioEjec","regla"
"2014-12-26","2014-12-26","Compra",43.1576239975,"IF MFI.14 is (45.9,52.5] and Dif.Aroon.25 is [-Inf,-44] THEN  is 1; (supportSize=3; laplace=0.8)"
"2015-01-06","2015-01-06","Venta por banda inferior",40.987275,"IF MFI.14 is (56.4,60.4] THEN  is -1; (supportSize=4; laplace=0.833333333333333)"
"2015-01-12","2015-01-12","Compra",42.2303125,"IF Williams.R.14 is (-154,-125] THEN  is 1; (supportSize=4; laplace=0.833333333333333)"
"2015-02-24","2015-02-24","Venta por banda superior",43.7653125,"IF Williams.R.14 is (-125,-95.8] THEN  is -1; (supportSize=2; laplace=0.75)"
"2015-03-03","2015-03-03","Compra",43.78920050125,"IF Williams.R.14 is (-154,-125] THEN  is 1; (supportSize=4; laplace=0.833333333333333)"
"2015-04-24","2015-04-24","Venta por banda superior",45.5957240025,"IF Williams.R.14 is (-125,-95.8] THEN  is -1; (supportSize=2; laplace=0.75)"
"2015-04-27","2015-04-27","Venta fin periodo",45.93454949875,"IF Williams.R.14 is (-154,-125] THEN  is 1; (supportSize=4; laplace=0.833333333333333)"
