Date,Comm-Chan-20-0.015,Williams-R-14,Dif-Aroon-25,MFI-14,Adj Close-RSI-14,Clase
2017-12-18,121.81848628249097,-64.15706170651973,-72.0,48.848073746178336,68.93317948883967,0
2017-12-19,111.32551816285824,-72.96476439790572,24.0,49.23992979380326,64.14766045339736,1
2017-12-20,75.55765513618799,-79.10900523560224,24.0,52.88188742877311,60.28516135162069,0
2017-12-21,95.79120365202006,-71.93999999999991,24.0,47.690733095310854,63.26318184484355,0
2017-12-22,78.34234497977174,-75.52502617801048,24.0,51.52982483169003,60.63949616894952,0
2017-12-26,86.94162975084492,-75.04816847495667,23.999999999999993,50.70286752225011,61.68714362499521,0
2017-12-27,86.58286381706226,-65.00655882703698,48.0,57.40937036509021,66.60860462403674,0
2017-12-28,72.33594353630454,-57.1138046499005,52.0,54.006042542047545,70.88716985304434,0
2017-12-29,109.94739377030577,-49.70811086810063,56.0,62.452393492140025,78.56088395704488,0
2018-01-02,150.22501345267503,-44.23204023863857,60.0,61.91139174627364,85.34395414726065,0
2018-01-03,136.64129175792786,-57.85712962962974,60.0,53.50679099433181,79.15191349889818,0
2018-01-04,119.32052724781767,-57.652706997421994,60.0,52.40128285074122,79.7180129404404,0
2018-01-05,105.03900343393889,-59.05251518808078,60.0,53.26891681040565,78.2475089326664,-1
2018-01-08,106.42583996822052,-56.346641794139906,60.0,62.822578382186514,80.08432508134393,0
2018-01-09,82.63636078825222,-71.24840668055893,60.0,49.07770925051463,64.20390940820438,0
2018-01-10,11.628094743014511,-112.79383667634707,60.0,46.947281660092756,39.19908764789238,1
2018-01-11,-34.53022376782631,-110.08452542352579,60.0,55.38335760908083,40.930146111700644,0
2018-01-12,1.170132500267604,-96.53672491864046,60.0,58.25239490662291,49.264490866999395,0
2018-01-15,26.60497331031918,-85.24782050490379,60.0,61.51615686082344,55.32490078188039,0
2018-01-16,35.94940473849466,-80.28012007384316,56.0,62.44312453677591,57.879567824556524,0
2018-01-17,55.8203385994036,-69.44213773468908,52.00000000000001,61.95234621158558,63.17981040976147,0
2018-01-18,69.3702392072849,-60.41060867337184,40.0,63.61011782589542,67.15398030330476,0
2018-01-19,59.45669374120982,-69.8939353861156,40.0,57.1501424958954,59.38783933553858,0
2018-01-22,62.24867958822881,-58.604155395534995,40.0,58.06479604974762,64.95498332428792,0
2018-01-23,82.54035782648171,-47.04577092511018,88.0,66.24721145869282,70.70114500701314,0
2018-01-24,108.11197629162614,-40.270550096625044,92.0,67.16359565753244,77.33942793160425,0
2018-01-25,139.10611547272313,-44.946225165562936,92.0,60.93095940023776,76.92045325418381,0
2018-01-26,123.29436192440166,-40.416416938110906,92.0,64.39649298152666,79.13728908962385,-1
2018-01-29,115.27363308403373,-49.91199090820942,92.0,63.47717952047698,70.61873883092503,1
2018-01-30,43.9326713806082,-60.63767153870154,88.0,61.32857409815681,56.8718361417604,0
2018-01-31,49.75942661337525,-69.94958364783507,84.0,62.02991460488393,57.663990964544595,-1
