"fechaSen","fechaEjec","accion","precioEjec","regla"
"2015-05-20","2015-05-21","Compra",45.50848800125,"IF MFI.14 is (44.5,47.1] THEN  is 1; (supportSize=1; laplace=0.666666666666667)"
"2015-07-24","2015-07-27","Venta por banda inferior",43.90496200125,"IF Comm.Chan.20.0.015 is [-Inf,-38.5] THEN  is -1; (supportSize=1; laplace=0.666666666666667)"
"2015-07-31","2015-08-03","Compra",44.82678800125,"IF Comm.Chan.20.0.015 is (-38.5,-24.2] THEN  is 1; (supportSize=3; laplace=0.8)"
"2015-08-18","2015-08-19","Venta por banda inferior",43.4660634975,"IF Comm.Chan.20.0.015 is [-Inf,-38.5] THEN  is -1; (supportSize=1; laplace=0.666666666666667)"
"2015-08-19","2015-08-20","Compra",43.38318900375,"IF MFI.14 is [-Inf,39.3] THEN  is 1; (supportSize=2; laplace=0.75)"
"2015-08-21","2015-08-24","Venta por banda inferior",40.37381100375,"IF Comm.Chan.20.0.015 is [-Inf,-38.5] THEN  is -1; (supportSize=1; laplace=0.666666666666667)"
"2015-08-24","2015-08-25","Compra",42.31051199875,"IF MFI.14 is [-Inf,39.3] THEN  is 1; (supportSize=2; laplace=0.75)"
"2015-09-24","2015-09-24","Venta fin periodo",42.6880125,"No aplica"
