"fechaSen","fechaEjec","accion","precioEjec","regla"
"2013-11-05","2013-11-06","Compra",40.45087550125,"IF Williams.R.14 is [-Inf,-189] THEN  is 1; (supportSize=2; laplace=0.75)"
"2013-11-27","2013-11-28","Venta por banda superior",42.04961299875,"IF Comm.Chan.20.0.015 is (80.2, Inf] THEN  is -1; (supportSize=3; laplace=0.8)"
"2013-11-28","2013-11-29","Compra",42.3957239975,"IF MFI.14 is (60.1, Inf] THEN  is 1; (supportSize=2; laplace=0.75)"
"2014-01-23","2014-01-24","Venta por banda inferior",40.9423875,"IF MFI.14 is (44.8,47.4] THEN  is -1; (supportSize=2; laplace=0.75)"
"2014-01-24","2014-01-27","Compra",40.75162449875,"IF Williams.R.14 is [-Inf,-189] THEN  is 1; (supportSize=2; laplace=0.75)"
"2014-02-24","2014-02-25","Venta por banda inferior",39.2017490025,"IF Adj.Close.RSI.14 is [-Inf,36.5] THEN  is -1; (supportSize=1; laplace=0.666666666666667)"
"2014-02-25","2014-02-26","Compra",38.98722449875,"IF Williams.R.14 is [-Inf,-189] THEN  is 1; (supportSize=2; laplace=0.75)"
"2014-03-13","2014-03-14","Venta por banda inferior",37.81023600375,"IF MFI.14 is (31.5,38.3] THEN  is -1; (supportSize=1; laplace=0.666666666666667)"
"2014-03-14","2014-03-18","Compra",38.5561510025,"IF Williams.R.14 is [-Inf,-189] THEN  is 1; (supportSize=2; laplace=0.75)"
"2014-03-20","2014-03-20","Venta fin periodo",39.0621,"No aplica"
